id,series_id,start,length,true_class,pred_class,confidence,F_stat,Separability,IG,Composite_Score,dim_0,dim_1,Shapelet_Length
5456,90,12,29,13,2,0.45169568,29.297363,5.241109,0.6795461740729687,777.15784,"[0.7884342074394226, 0.8120836615562439, 0.8380855321884155, 0.8799113035202026, 0.9058172702789307, 0.9293577671051025, 0.9524421095848083, 0.9531504511833191, 0.9429163932800293, 0.9119080305099487, 0.8665052652359009, 0.8332012295722961, 0.7973557114601135, 0.7877071499824524, 0.7959313988685608, 0.8130924105644226, 0.8317970037460327, 0.8545345664024353, 0.8888435959815979, 0.8955503106117249, 0.8923525810241699, 0.8913363218307495, 0.8947522044181824, 0.8897708058357239, 0.885527491569519, 0.8755291104316711, 0.8626711368560791, 0.8623814582824707, 0.8487334847450256]","[1.2501496076583862, 1.1642063856124878, 1.0956172943115234, 1.0730501413345337, 1.0421617031097412, 0.9961291551589966, 0.9277136921882629, 0.8248116970062256, 0.7148858308792114, 0.5977315902709961, 0.44297435879707336, 0.3125649392604828, 0.17412996292114258, 0.052136555314064026, -0.04683121293783188, -0.12490445375442505, -0.23193588852882385, -0.3400527238845825, -0.49028491973876953, -0.6020033955574036, -0.75223308801651, -0.8367976546287537, -0.9208779335021973, -0.998992919921875, -1.0331496000289917, -1.1159502267837524, -1.2002356052398682, -1.2588491439819336, -1.307068109512329]",29
891,14,9,29,7,0,0.54889727,30.855639,4.36236,0.5539215387330121,775.6797,"[1.2751480340957642, 0.9690153002738953, 0.6391875743865967, 0.35332775115966797, 0.0521136038005352, -0.2904306948184967, -0.6201630234718323, -0.8296994566917419, -0.8576452136039734, -0.7290745973587036, -0.561773955821991, -0.3033570349216461, 0.07193486392498016, 0.47751280665397644, 0.8443446159362793, 1.1602591276168823, 1.4724186658859253, 1.8013259172439575, 2.030613660812378, 2.1680338382720947, 2.1417043209075928, 1.948792815208435, 1.6109511852264404, 1.2445435523986816, 0.8511874079704285, 0.4838468134403229, 0.1547452211380005, -0.17922858893871307, -0.4414302706718445]","[0.1960030198097229, 0.11115387082099915, 0.07114306092262268, 0.08439899981021881, 0.15866892039775848, 0.18851186335086823, 0.2759402394294739, 0.4784224331378937, 0.5785104632377625, 0.5002631545066833, 0.40738165378570557, 0.34234070777893066, 0.19352558255195618, 0.09682667255401611, 0.031157920137047768, 0.03487003967165947, 0.12911808490753174, 0.3122805953025818, 0.47211259603500366, 0.5397311449050903, 0.5572975277900696, 0.499693900346756, 0.295775830745697, 0.10828651487827301, 0.03560040146112442, 0.08746782690286636, 0.16129130125045776, 0.27047961950302124, 0.3863414525985718]",29
7129,118,15,24,1,9,0.25374222,30.02688,4.1173954,0.6183411239661452,754.9765,"[-0.3611677587032318, -0.502848207950592, -0.6577385067939758, -0.7895531058311462, -0.9038698673248291, -0.9930202960968018, -1.0518825054168701, -1.0670992136001587, -1.0765384435653687, -1.0941424369812012, -1.1033679246902466, -1.0419256687164307, -0.9806199669837952, -1.0192173719406128, -1.0376861095428467, -1.0562613010406494, -1.0476795434951782, -1.0030642747879028, -0.9447205066680908, -0.8760252594947815, -0.8188899755477905, -0.7582752704620361, -0.7085456252098083, -0.6677653193473816]","[0.40177443623542786, 0.23270738124847412, 0.13099251687526703, -0.018798526376485825, -0.14916950464248657, -0.24762874841690063, -0.30389124155044556, -0.29648861289024353, -0.23458150029182434, -0.11982548981904984, -0.07098077982664108, -0.03125006705522537, 0.1736038774251938, 0.46095219254493713, 0.7619304060935974, 1.0968855619430542, 1.3825005292892456, 1.5478031635284424, 1.6121195554733276, 1.5259299278259277, 1.378878116607666, 1.2198594808578491, 1.0321909189224243, 0.8630518317222595]",24
5459,90,11,29,13,2,0.36270308,28.047977,5.2732916,0.7097200168794235,754.6443,"[0.7946416139602661, 0.7884342074394226, 0.8120836615562439, 0.8380855321884155, 0.8799113035202026, 0.9058172702789307, 0.9293577671051025, 0.9524421095848083, 0.9531504511833191, 0.9429163932800293, 0.9119080305099487, 0.8665052652359009, 0.8332012295722961, 0.7973557114601135, 0.7877071499824524, 0.7959313988685608, 0.8130924105644226, 0.8317970037460327, 0.8545345664024353, 0.8888435959815979, 0.8955503106117249, 0.8923525810241699, 0.8913363218307495, 0.8947522044181824, 0.8897708058357239, 0.885527491569519, 0.8755291104316711, 0.8626711368560791, 0.8623814582824707]","[1.3543171882629395, 1.2501496076583862, 1.1642063856124878, 1.0956172943115234, 1.0730501413345337, 1.0421617031097412, 0.9961291551589966, 0.9277136921882629, 0.8248116970062256, 0.7148858308792114, 0.5977315902709961, 0.44297435879707336, 0.3125649392604828, 0.17412996292114258, 0.052136555314064026, -0.04683121293783188, -0.12490445375442505, -0.23193588852882385, -0.3400527238845825, -0.49028491973876953, -0.6020033955574036, -0.75223308801651, -0.8367976546287537, -0.9208779335021973, -0.998992919921875, -1.0331496000289917, -1.1159502267837524, -1.2002356052398682, -1.2588491439819336]",29
5338,88,15,29,13,13,0.42098856,28.710474,4.839778,0.703029102586767,754.55426,"[0.512954831123352, 0.5339290499687195, 0.5531273484230042, 0.5532335042953491, 0.5255302786827087, 0.4952135384082794, 0.4623200297355652, 0.42031174898147583, 0.3752817213535309, 0.3684440851211548, 0.3638222813606262, 0.3851217031478882, 0.42175254225730896, 0.44844597578048706, 0.45850449800491333, 0.4517458379268646, 0.447155237197876, 0.43665146827697754, 0.4298323392868042, 0.42512452602386475, 0.4220273196697235, 0.4278722405433655, 0.45190611481666565, 0.47775229811668396, 0.48640987277030945, 0.5008006691932678, 0.4957476854324341, 0.4726332426071167, 0.46173226833343506]","[0.793351948261261, 0.6952885389328003, 0.6232300400733948, 0.5307998657226562, 0.4383050501346588, 0.3267817199230194, 0.19352558255195618, 0.06535892188549042, -0.07824435830116272, -0.22807914018630981, -0.37870776653289795, -0.49963313341140747, -0.6590710878372192, -0.78311687707901, -0.9067538380622864, -1.0245462656021118, -1.1374731063842773, -1.2685718536376953, -1.3571686744689941, -1.4251147508621216, -1.5003594160079956, -1.5857963562011719, -1.6495280265808105, -1.7335808277130127, -1.8217664957046509, -1.8593988418579102, -1.833538293838501, -1.759010672569275, -1.675355076789856]",29
5455,90,10,29,13,2,0.34369326,27.757092,5.3021235,0.6963835839058259,749.0247,"[0.8330654501914978, 0.7946416139602661, 0.7884342074394226, 0.8120836615562439, 0.8380855321884155, 0.8799113035202026, 0.9058172702789307, 0.9293577671051025, 0.9524421095848083, 0.9531504511833191, 0.9429163932800293, 0.9119080305099487, 0.8665052652359009, 0.8332012295722961, 0.7973557114601135, 0.7877071499824524, 0.7959313988685608, 0.8130924105644226, 0.8317970037460327, 0.8545345664024353, 0.8888435959815979, 0.8955503106117249, 0.8923525810241699, 0.8913363218307495, 0.8947522044181824, 0.8897708058357239, 0.885527491569519, 0.8755291104316711, 0.8626711368560791]","[1.3919200897216797, 1.3543171882629395, 1.2501496076583862, 1.1642063856124878, 1.0956172943115234, 1.0730501413345337, 1.0421617031097412, 0.9961291551589966, 0.9277136921882629, 0.8248116970062256, 0.7148858308792114, 0.5977315902709961, 0.44297435879707336, 0.3125649392604828, 0.17412996292114258, 0.052136555314064026, -0.04683121293783188, -0.12490445375442505, -0.23193588852882385, -0.3400527238845825, -0.49028491973876953, -0.6020033955574036, -0.75223308801651, -0.8367976546287537, -0.9208779335021973, -0.998992919921875, -1.0331496000289917, -1.1159502267837524, -1.2002356052398682]",29
10433,173,15,29,6,10,2.9747133,24.335083,7.1122117,0.49403900455419314,724.76996,"[-1.2784749269485474, -1.2015293836593628, -1.1045349836349487, -0.9589180946350098, -0.7939013838768005, -0.5695263743400574, -0.3657269775867462, -0.12892720103263855, 0.08491776138544083, 0.30249255895614624, 0.5051360130310059, 0.7094098925590515, 0.9217888712882996, 1.1384779214859009, 1.3606208562850952, 1.544461965560913, 1.7070554494857788, 1.8038616180419922, 1.874619483947754, 1.9317269325256348, 1.9779483079910278, 2.0062472820281982, 2.0267434120178223, 2.0265722274780273, 2.026893138885498, 1.9841301441192627, 1.9368599653244019, 1.8742200136184692, 1.7933986186981201]","[-1.3042036294937134, -1.4584475755691528, -1.6141657829284668, -1.7745716571807861, -1.927154302597046, -2.0484542846679688, -2.184835195541382, -2.3260021209716797, -2.407499074935913, -2.440061330795288, -2.425367593765259, -2.4045310020446777, -2.308809995651245, -2.137394905090332, -1.9457623958587646, -1.7317126989364624, -1.499714732170105, -1.2685718536376953, -0.9745274186134338, -0.713314950466156, -0.41167256236076355, -0.197139710187912, 0.04940543696284294, 0.3858543932437897, 0.58475261926651, 0.7228175401687622, 0.7997654676437378, 0.8262961506843567, 0.774634599685669]",29
10139,168,15,29,6,9,1.6470906,24.551832,6.8260818,0.5431246885556784,722.97534,"[1.203627347946167, 1.1649680137634277, 1.0939509868621826, 0.9766461253166199, 0.8187376260757446, 0.6283298134803772, 0.45051613450050354, 0.283016562461853, 0.11846327781677246, -0.04943762719631195, -0.2447538673877716, -0.45812857151031494, -0.6762255430221558, -0.8987193703651428, -1.114696741104126, -1.285741925239563, -1.3893166780471802, -1.4277607202529907, -1.426350712776184, -1.4140866994857788, -1.40117609500885, -1.3746951818466187, -1.362430453300476, -1.3551136255264282, -1.356614351272583, -1.3579174280166626, -1.335034728050232, -1.29268479347229, -1.2418012619018555]","[-0.8707016110420227, -1.0826630592346191, -1.285986065864563, -1.484503984451294, -1.6643402576446533, -1.8310970067977905, -1.9672532081604004, -2.090026378631592, -2.1417596340179443, -2.1461730003356934, -2.117640733718872, -2.092230796813965, -1.9945547580718994, -1.838197946548462, -1.5994035005569458, -1.3074263334274292, -1.0272493362426758, -0.7679144740104675, -0.5306583046913147, -0.2980610728263855, -0.0392058901488781, 0.19965428113937378, 0.414424329996109, 0.6384598612785339, 0.8521368503570557, 1.0541919469833374, 1.256603479385376, 1.426918864250183, 1.5576362609863281]",29
8320,138,12,24,3,3,0.5442964,25.776014,5.9751086,0.5156465751932179,720.5559,"[1.2961211204528809, 1.3117694854736328, 1.29159677028656, 1.2360438108444214, 1.1649680137634277, 1.0821595191955566, 0.9766461253166199, 0.8676266670227051, 0.7613831162452698, 0.6634754538536072, 0.5690231919288635, 0.49814796447753906, 0.4234226644039154, 0.39646783471107483, 0.3742784857749939, 0.345653772354126, 0.3170190751552582, 0.27149486541748047, 0.2222651094198227, 0.06273739784955978, -0.07088516652584076, -0.20227842032909393, -0.3575379550457001, -0.48478737473487854]","[0.07102764397859573, 0.03796474263072014, -0.08229196071624756, -0.17151638865470886, -0.229810893535614, -0.22695715725421906, -0.18678440153598785, -0.11824629455804825, -0.030271582305431366, 0.0536419078707695, 0.17553088068962097, 0.26569750905036926, 0.42157620191574097, 0.5291830897331238, 0.7338525056838989, 0.864898145198822, 0.9964183568954468, 1.1082888841629028, 1.1754292249679565, 1.2564916610717773, 1.3756450414657593, 1.3978217840194702, 1.4072859287261963, 1.350226640701294]",24
8323,138,13,24,3,3,0.6809324,25.744667,5.9722614,0.5293911797188267,720.5307,"[1.3117694854736328, 1.29159677028656, 1.2360438108444214, 1.1649680137634277, 1.0821595191955566, 0.9766461253166199, 0.8676266670227051, 0.7613831162452698, 0.6634754538536072, 0.5690231919288635, 0.49814796447753906, 0.4234226644039154, 0.39646783471107483, 0.3742784857749939, 0.345653772354126, 0.3170190751552582, 0.27149486541748047, 0.2222651094198227, 0.06273739784955978, -0.07088516652584076, -0.20227842032909393, -0.3575379550457001, -0.48478737473487854, -0.5715046525001526]","[0.03796474263072014, -0.08229196071624756, -0.17151638865470886, -0.229810893535614, -0.22695715725421906, -0.18678440153598785, -0.11824629455804825, -0.030271582305431366, 0.0536419078707695, 0.17553088068962097, 0.26569750905036926, 0.42157620191574097, 0.5291830897331238, 0.7338525056838989, 0.864898145198822, 0.9964183568954468, 1.1082888841629028, 1.1754292249679565, 1.2564916610717773, 1.3756450414657593, 1.3978217840194702, 1.4072859287261963, 1.350226640701294, 1.3332291841506958]",24
8329,138,11,24,3,3,0.31464052,25.410574,5.945052,0.5168090527649536,712.4035,"[1.3128750324249268, 1.2961211204528809, 1.3117694854736328, 1.29159677028656, 1.2360438108444214, 1.1649680137634277, 1.0821595191955566, 0.9766461253166199, 0.8676266670227051, 0.7613831162452698, 0.6634754538536072, 0.5690231919288635, 0.49814796447753906, 0.4234226644039154, 0.39646783471107483, 0.3742784857749939, 0.345653772354126, 0.3170190751552582, 0.27149486541748047, 0.2222651094198227, 0.06273739784955978, -0.07088516652584076, -0.20227842032909393, -0.3575379550457001]","[0.20912854373455048, 0.07102764397859573, 0.03796474263072014, -0.08229196071624756, -0.17151638865470886, -0.229810893535614, -0.22695715725421906, -0.18678440153598785, -0.11824629455804825, -0.030271582305431366, 0.0536419078707695, 0.17553088068962097, 0.26569750905036926, 0.42157620191574097, 0.5291830897331238, 0.7338525056838989, 0.864898145198822, 0.9964183568954468, 1.1082888841629028, 1.1754292249679565, 1.2564916610717773, 1.3756450414657593, 1.3978217840194702, 1.4072859287261963]",24
4720,78,18,24,12,9,0.40770137,25.259535,5.9322457,0.5087705576232724,708.5966,"[1.3637840747833252, 1.2952464818954468, 1.1969503164291382, 1.065664529800415, 0.9351821541786194, 0.8332012295722961, 0.7533503770828247, 0.6572940349578857, 0.5796835422515869, 0.48694756627082825, 0.39368948340415955, 0.28247201442718506, 0.1785382628440857, 0.08410011976957321, -0.01910327933728695, -0.10195817053318024, -0.1716594696044922, -0.2270793616771698, -0.28193309903144836, -0.33091792464256287, -0.38367199897766113, -0.4305039942264557, -0.48808553814888, -0.5465111136436462]","[0.25596752762794495, 0.25276538729667664, 0.2646796703338623, 0.2246185541152954, 0.19123072922229767, 0.15622761845588684, 0.15862663090229034, 0.1598976105451584, 0.18736042082309723, 0.2207762598991394, 0.24053408205509186, 0.27391284704208374, 0.2797437906265259, 0.2799907624721527, 0.29605832695961, 0.32646605372428894, 0.3692794144153595, 0.39050155878067017, 0.4121919274330139, 0.4425075650215149, 0.4700765609741211, 0.500305712223053, 0.5157009363174438, 0.5176301598548889]",24
8326,138,10,24,3,3,0.19223845,25.26002,5.8807726,0.4956326491540701,706.40515,"[1.3456076383590698, 1.3128750324249268, 1.2961211204528809, 1.3117694854736328, 1.29159677028656, 1.2360438108444214, 1.1649680137634277, 1.0821595191955566, 0.9766461253166199, 0.8676266670227051, 0.7613831162452698, 0.6634754538536072, 0.5690231919288635, 0.49814796447753906, 0.4234226644039154, 0.39646783471107483, 0.3742784857749939, 0.345653772354126, 0.3170190751552582, 0.27149486541748047, 0.2222651094198227, 0.06273739784955978, -0.07088516652584076, -0.20227842032909393]","[0.333856463432312, 0.20912854373455048, 0.07102764397859573, 0.03796474263072014, -0.08229196071624756, -0.17151638865470886, -0.229810893535614, -0.22695715725421906, -0.18678440153598785, -0.11824629455804825, -0.030271582305431366, 0.0536419078707695, 0.17553088068962097, 0.26569750905036926, 0.42157620191574097, 0.5291830897331238, 0.7338525056838989, 0.864898145198822, 0.9964183568954468, 1.1082888841629028, 1.1754292249679565, 1.2564916610717773, 1.3756450414657593, 1.3978217840194702]",24
8388,139,6,24,3,3,0.80065036,24.875189,6.0673637,0.5232315928408748,705.6862,"[0.9574823379516602, 0.9452832937240601, 0.9071134924888611, 0.8220280408859253, 0.7179895639419556, 0.6080538034439087, 0.49832746386528015, 0.4060487747192383, 0.31074318289756775, 0.23236747086048126, 0.17328575253486633, 0.12991401553153992, 0.09354650974273682, 0.0246401596814394, -0.03718746080994606, -0.10549063980579376, -0.2204374223947525, -0.33945605158805847, -0.48932233452796936, -0.5817153453826904, -0.6527462005615234, -0.7523242235183716, -0.8548915386199951, -0.9496414065361023]","[0.2924429178237915, 0.1874927282333374, 0.03348945081233978, -0.09461768716573715, -0.16729965806007385, -0.1634022295475006, -0.08977748453617096, 0.011148267425596714, 0.14786191284656525, 0.3039102554321289, 0.4784224331378937, 0.6381794810295105, 0.8666398525238037, 1.13404381275177, 1.30478835105896, 1.374983549118042, 1.3869452476501465, 1.5162593126296997, 1.612633228302002, 1.6833082437515259, 1.7643764019012451, 1.7447453737258911, 1.7050210237503052, 1.6435028314590454]",24
4366,72,20,24,12,9,0.47339582,25.247665,5.8575745,0.4861438126102724,704.98773,"[0.7251014113426208, 0.5806648135185242, 0.4546203911304474, 0.3194490373134613, 0.19253575801849365, 0.0812511146068573, -0.02568838559091091, -0.12184099853038788, -0.21967241168022156, -0.32257914543151855, -0.4224499464035034, -0.5031247138977051, -0.5784215927124023, -0.6336967349052429, -0.6705725789070129, -0.7139216661453247, -0.7489560842514038, -0.7914418578147888, -0.8327440619468689, -0.8798116445541382, -0.9275695085525513, -0.9634520411491394, -0.9999479055404663, -1.0256016254425049]","[-0.6978351473808289, -0.7547027468681335, -0.8313759565353394, -0.8598625659942627, -0.8932374119758606, -0.9019564390182495, -0.9056236743927002, -0.9104753732681274, -0.893325924873352, -0.8910441994667053, -0.8517088890075684, -0.8225189447402954, -0.8148236870765686, -0.7755698561668396, -0.7281134724617004, -0.6838288307189941, -0.6364167928695679, -0.5824328064918518, -0.5265201926231384, -0.49888932704925537, -0.4647621512413025, -0.43626782298088074, -0.40106597542762756, -0.3998676538467407]",24
4736,78,15,29,12,9,0.44567823,24.213112,6.379855,0.5382226379268129,702.56903,"[1.4518543481826782, 1.435479760169983, 1.4113458395004272, 1.3637840747833252, 1.2952464818954468, 1.1969503164291382, 1.065664529800415, 0.9351821541786194, 0.8332012295722961, 0.7533503770828247, 0.6572940349578857, 0.5796835422515869, 0.48694756627082825, 0.39368948340415955, 0.28247201442718506, 0.1785382628440857, 0.08410011976957321, -0.01910327933728695, -0.10195817053318024, -0.1716594696044922, -0.2270793616771698, -0.28193309903144836, -0.33091792464256287, -0.38367199897766113, -0.4305039942264557, -0.48808553814888, -0.5465111136436462, -0.6007656455039978, -0.6624076962471008]","[0.20604602992534637, 0.20379626750946045, 0.2652803957462311, 0.25596752762794495, 0.25276538729667664, 0.2646796703338623, 0.2246185541152954, 0.19123072922229767, 0.15622761845588684, 0.15862663090229034, 0.1598976105451584, 0.18736042082309723, 0.2207762598991394, 0.24053408205509186, 0.27391284704208374, 0.2797437906265259, 0.2799907624721527, 0.29605832695961, 0.32646605372428894, 0.3692794144153595, 0.39050155878067017, 0.4121919274330139, 0.4425075650215149, 0.4700765609741211, 0.500305712223053, 0.5157009363174438, 0.5176301598548889, 0.5259847640991211, 0.5094333291053772]",29
4609,76,19,24,12,9,0.43499124,25.082138,5.731751,0.5387994231891242,700.5353,"[0.7699118256568909, 0.6524758338928223, 0.5333267450332642, 0.39741936326026917, 0.28596100211143494, 0.18150587379932404, 0.09215172380208969, 0.006729314103722572, -0.08918721228837967, -0.19775864481925964, -0.33355626463890076, -0.4443131983280182, -0.5351411700248718, -0.6094800233840942, -0.7039312720298767, -0.76839280128479, -0.8570873141288757, -0.935726523399353, -1.0216560363769531, -1.1168373823165894, -1.2373900413513184, -1.3487812280654907, -1.4166141748428345, -1.4257302284240723]","[0.5774259567260742, 0.5751898884773254, 0.5510587692260742, 0.5216101408004761, 0.5157693028450012, 0.49895742535591125, 0.49840354919433594, 0.5308911204338074, 0.5507107377052307, 0.6027271151542664, 0.6202718615531921, 0.6568493247032166, 0.6580173373222351, 0.6559206247329712, 0.678493320941925, 0.6658251285552979, 0.6483632922172546, 0.6530718207359314, 0.7092662453651428, 0.7928972840309143, 0.8802856206893921, 0.9299340844154358, 0.9475370049476624, 0.9568787217140198]",24
4605,76,20,24,12,9,0.34576094,24.953768,5.706123,0.5661200199691634,698.56506,"[0.6524758338928223, 0.5333267450332642, 0.39741936326026917, 0.28596100211143494, 0.18150587379932404, 0.09215172380208969, 0.006729314103722572, -0.08918721228837967, -0.19775864481925964, -0.33355626463890076, -0.4443131983280182, -0.5351411700248718, -0.6094800233840942, -0.7039312720298767, -0.76839280128479, -0.8570873141288757, -0.935726523399353, -1.0216560363769531, -1.1168373823165894, -1.2373900413513184, -1.3487812280654907, -1.4166141748428345, -1.4257302284240723, -1.3974238634109497]","[0.5751898884773254, 0.5510587692260742, 0.5216101408004761, 0.5157693028450012, 0.49895742535591125, 0.49840354919433594, 0.5308911204338074, 0.5507107377052307, 0.6027271151542664, 0.6202718615531921, 0.6568493247032166, 0.6580173373222351, 0.6559206247329712, 0.678493320941925, 0.6658251285552979, 0.6483632922172546, 0.6530718207359314, 0.7092662453651428, 0.7928972840309143, 0.8802856206893921, 0.9299340844154358, 0.9475370049476624, 0.9568787217140198, 0.9261941909790039]",24
10123,168,19,24,6,9,1.2699684,24.477135,5.9659877,0.5688912848829628,696.9669,"[0.8187376260757446, 0.6283298134803772, 0.45051613450050354, 0.283016562461853, 0.11846327781677246, -0.04943762719631195, -0.2447538673877716, -0.45812857151031494, -0.6762255430221558, -0.8987193703651428, -1.114696741104126, -1.285741925239563, -1.3893166780471802, -1.4277607202529907, -1.426350712776184, -1.4140866994857788, -1.40117609500885, -1.3746951818466187, -1.362430453300476, -1.3551136255264282, -1.356614351272583, -1.3579174280166626, -1.335034728050232, -1.29268479347229]","[-1.6643402576446533, -1.8310970067977905, -1.9672532081604004, -2.090026378631592, -2.1417596340179443, -2.1461730003356934, -2.117640733718872, -2.092230796813965, -1.9945547580718994, -1.838197946548462, -1.5994035005569458, -1.3074263334274292, -1.0272493362426758, -0.7679144740104675, -0.5306583046913147, -0.2980610728263855, -0.0392058901488781, 0.19965428113937378, 0.414424329996109, 0.6384598612785339, 0.8521368503570557, 1.0541919469833374, 1.256603479385376, 1.426918864250183]",24
10127,168,20,24,6,9,1.3110782,24.504639,5.853902,0.60722945509059,696.0713,"[0.6283298134803772, 0.45051613450050354, 0.283016562461853, 0.11846327781677246, -0.04943762719631195, -0.2447538673877716, -0.45812857151031494, -0.6762255430221558, -0.8987193703651428, -1.114696741104126, -1.285741925239563, -1.3893166780471802, -1.4277607202529907, -1.426350712776184, -1.4140866994857788, -1.40117609500885, -1.3746951818466187, -1.362430453300476, -1.3551136255264282, -1.356614351272583, -1.3579174280166626, -1.335034728050232, -1.29268479347229, -1.2418012619018555]","[-1.8310970067977905, -1.9672532081604004, -2.090026378631592, -2.1417596340179443, -2.1461730003356934, -2.117640733718872, -2.092230796813965, -1.9945547580718994, -1.838197946548462, -1.5994035005569458, -1.3074263334274292, -1.0272493362426758, -0.7679144740104675, -0.5306583046913147, -0.2980610728263855, -0.0392058901488781, 0.19965428113937378, 0.414424329996109, 0.6384598612785339, 0.8521368503570557, 1.0541919469833374, 1.256603479385376, 1.426918864250183, 1.5576362609863281]",24
10363,172,19,24,6,10,1.8220234,23.390488,6.4555387,0.5342984263883195,688.19086,"[-1.4048233032226562, -1.2108349800109863, -0.969071626663208, -0.72389155626297, -0.4958103597164154, -0.2913544178009033, -0.07090694457292557, 0.11482562124729156, 0.26955536007881165, 0.4265320301055908, 0.5685033202171326, 0.7030330896377563, 0.8315173983573914, 0.9337992072105408, 1.0117309093475342, 1.1001543998718262, 1.1856762170791626, 1.2590687274932861, 1.3452423810958862, 1.4309048652648926, 1.504202127456665, 1.5812382698059082, 1.6377665996551514, 1.6524314880371094]","[-1.0613709688186646, -1.2877376079559326, -1.5008617639541626, -1.6652427911758423, -1.7509504556655884, -1.7904061079025269, -1.7637114524841309, -1.7331188917160034, -1.6646205186843872, -1.5390008687973022, -1.4104804992675781, -1.2603135108947754, -1.153258204460144, -0.9556187987327576, -0.8215237259864807, -0.6836539506912231, -0.4546186029911041, -0.2538245618343353, -0.07699855417013168, 0.1752689927816391, 0.3877100646495819, 0.5708802342414856, 0.719147264957428, 0.8262961506843567]",24
1957,32,11,19,8,9,0.04687524,25.378407,3.33818,0.5663828902648327,636.03265,"[-0.563183069229126, -0.5998570919036865, -0.6141518950462341, -0.6701653599739075, -0.7388923168182373, -0.8409440517425537, -0.951672375202179, -1.031467318534851, -1.0749179124832153, -1.1382092237472534, -1.1583622694015503, -1.0899914503097534, -0.998361349105835, -0.8961743712425232, -0.7555621266365051, -0.7824726700782776, -0.7849217057228088, -0.7563640475273132, -0.7296435832977295]","[-0.6877464056015015, -0.947347104549408, -1.1552313566207886, -1.3278727531433105, -1.472022533416748, -1.5451815128326416, -1.5992807149887085, -1.560813307762146, -1.4788010120391846, -1.3342806100845337, -1.034537434577942, -0.6111002564430237, -0.1095115914940834, 0.189565971493721, 0.49840354919433594, 0.7963125705718994, 0.9434958696365356, 0.9964183568954468, 0.9980497360229492]",19
1971,32,9,29,8,11,0.9842322,23.304905,4.4677124,0.6321636913747499,631.7377,"[-0.5163021087646484, -0.5476289987564087, -0.563183069229126, -0.5998570919036865, -0.6141518950462341, -0.6701653599739075, -0.7388923168182373, -0.8409440517425537, -0.951672375202179, -1.031467318534851, -1.0749179124832153, -1.1382092237472534, -1.1583622694015503, -1.0899914503097534, -0.998361349105835, -0.8961743712425232, -0.7555621266365051, -0.7824726700782776, -0.7849217057228088, -0.7563640475273132, -0.7296435832977295, -0.6737937331199646, -0.5885201692581177, -0.5473632216453552, -0.5433877110481262, -0.5434165596961975, -0.5038860440254211, -0.45938435196876526, -0.4598569869995117]","[-0.0393153615295887, -0.376109778881073, -0.6877464056015015, -0.947347104549408, -1.1552313566207886, -1.3278727531433105, -1.472022533416748, -1.5451815128326416, -1.5992807149887085, -1.560813307762146, -1.4788010120391846, -1.3342806100845337, -1.034537434577942, -0.6111002564430237, -0.1095115914940834, 0.189565971493721, 0.49840354919433594, 0.7963125705718994, 0.9434958696365356, 0.9964183568954468, 0.9980497360229492, 0.9554111957550049, 0.8627480864524841, 0.74980628490448, 0.6478796005249023, 0.45819804072380066, 0.04668617621064186, -0.38133493065834045, -0.7087762951850891]",29
7111,118,19,19,1,11,0.04842162,24.132412,3.873786,0.547126486652536,626.21814,"[-0.9038698673248291, -0.9930202960968018, -1.0518825054168701, -1.0670992136001587, -1.0765384435653687, -1.0941424369812012, -1.1033679246902466, -1.0419256687164307, -0.9806199669837952, -1.0192173719406128, -1.0376861095428467, -1.0562613010406494, -1.0476795434951782, -1.0030642747879028, -0.9447205066680908, -0.8760252594947815, -0.8188899755477905, -0.7582752704620361, -0.7085456252098083]","[-0.14916950464248657, -0.24762874841690063, -0.30389124155044556, -0.29648861289024353, -0.23458150029182434, -0.11982548981904984, -0.07098077982664108, -0.03125006705522537, 0.1736038774251938, 0.46095219254493713, 0.7619304060935974, 1.0968855619430542, 1.3825005292892456, 1.5478031635284424, 1.6121195554733276, 1.5259299278259277, 1.378878116607666, 1.2198594808578491, 1.0321909189224243]",19
2149,35,8,24,8,8,0.1319027,23.821611,3.7177427,0.5717435816940396,616.55164,"[-0.5893071889877319, -0.6111539006233215, -0.5685568451881409, -0.46988916397094727, -0.3616010844707489, -0.30182138085365295, -0.3115331828594208, -0.35039955377578735, -0.4014135003089905, -0.45789286494255066, -0.5234349370002747, -0.6472979187965393, -0.6784338355064392, -0.49587583541870117, -0.35773226618766785, -0.3282549977302551, -0.31335723400115967, -0.2990879416465759, -0.2959844768047333, -0.2848854660987854, -0.26344355940818787, -0.24556851387023926, -0.20392918586730957, -0.20415781438350677]","[-0.020682593807578087, -0.34374672174453735, -0.6267179846763611, -0.8670976161956787, -0.9875195026397705, -1.0212059020996094, -1.0164775848388672, -0.9965959191322327, -0.9091952443122864, -0.7341439723968506, -0.5226244330406189, -0.22651086747646332, 0.0007796417339704931, 0.16243302822113037, 0.5216101408004761, 0.8909784555435181, 1.1949881315231323, 1.3909378051757812, 1.4833059310913086, 1.461983561515808, 1.4531052112579346, 1.4545798301696777, 1.332585096359253, 1.0674782991409302]",24
